pathway_name	pathway_id	ko_ID	ko_name
Glycolysis/Gluconeogenesis	10	10327	AKR1A1
Glycolysis/Gluconeogenesis	10	124	ADH1A
Glycolysis/Gluconeogenesis	10	125	ADH1B
Glycolysis/Gluconeogenesis	10	126	ADH1C
Glycolysis/Gluconeogenesis	10	127	ADH4
Glycolysis/Gluconeogenesis	10	128	ADH5
Glycolysis/Gluconeogenesis	10	130589	GALM
Glycolysis/Gluconeogenesis	10	130	ADH6
Glycolysis/Gluconeogenesis	10	131	ADH7
Glycolysis/Gluconeogenesis	10	160287	LDHAL6A
Glycolysis/Gluconeogenesis	10	1737	DLAT
Glycolysis/Gluconeogenesis	10	1738	DLD
Glycolysis/Gluconeogenesis	10	2023	ENO1
Glycolysis/Gluconeogenesis	10	2026	ENO2
Glycolysis/Gluconeogenesis	10	2027	ENO3
Glycolysis/Gluconeogenesis	10	217	ALDH2
Glycolysis/Gluconeogenesis	10	218	ALDH3A1
Glycolysis/Gluconeogenesis	10	219	ALDH1B1
Glycolysis/Gluconeogenesis	10	2203	FBP1
Glycolysis/Gluconeogenesis	10	221	ALDH3B1
Glycolysis/Gluconeogenesis	10	222	ALDH3B2
Glycolysis/Gluconeogenesis	10	223	ALDH9A1
Glycolysis/Gluconeogenesis	10	224	ALDH3A2
Glycolysis/Gluconeogenesis	10	226	ALDOA
Glycolysis/Gluconeogenesis	10	229	ALDOB
Glycolysis/Gluconeogenesis	10	230	ALDOC
Glycolysis/Gluconeogenesis	10	2538	G6PC1
Glycolysis/Gluconeogenesis	10	2597	GAPDH
Glycolysis/Gluconeogenesis	10	26330	GAPDHS
Glycolysis/Gluconeogenesis	10	2645	GCK
Glycolysis/Gluconeogenesis	10	2821	GPI
Glycolysis/Gluconeogenesis	10	3098	HK1
Glycolysis/Gluconeogenesis	10	3099	HK2
Glycolysis/Gluconeogenesis	10	3101	HK3
Glycolysis/Gluconeogenesis	10	387712	ENO4
Glycolysis/Gluconeogenesis	10	3939	LDHA
Glycolysis/Gluconeogenesis	10	3945	LDHB
Glycolysis/Gluconeogenesis	10	3948	LDHC
Glycolysis/Gluconeogenesis	10	441531	PGAM4
Glycolysis/Gluconeogenesis	10	501	ALDH7A1
Glycolysis/Gluconeogenesis	10	5105	PCK1
Glycolysis/Gluconeogenesis	10	5106	PCK2
Glycolysis/Gluconeogenesis	10	5160	PDHA1
Glycolysis/Gluconeogenesis	10	5161	PDHA2
Glycolysis/Gluconeogenesis	10	5162	PDHB
Glycolysis/Gluconeogenesis	10	5211	PFKL
Glycolysis/Gluconeogenesis	10	5213	PFKM
Glycolysis/Gluconeogenesis	10	5214	PFKP
Glycolysis/Gluconeogenesis	10	5223	PGAM1
Glycolysis/Gluconeogenesis	10	5224	PGAM2
Glycolysis/Gluconeogenesis	10	5230	PGK1
Glycolysis/Gluconeogenesis	10	5232	PGK2
Glycolysis/Gluconeogenesis	10	5236	PGM1
Glycolysis/Gluconeogenesis	10	5313	PKLR
Glycolysis/Gluconeogenesis	10	5315	PKM
Glycolysis/Gluconeogenesis	10	55276	PGM2
Glycolysis/Gluconeogenesis	10	55902	ACSS2
Glycolysis/Gluconeogenesis	10	57818	G6PC2
Glycolysis/Gluconeogenesis	10	669	BPGM
Glycolysis/Gluconeogenesis	10	7167	TPI1
Glycolysis/Gluconeogenesis	10	80201	HKDC1
Glycolysis/Gluconeogenesis	10	8050	PDHX
Glycolysis/Gluconeogenesis	10	83440	ADPGK
Glycolysis/Gluconeogenesis	10	84532	ACSS1
Glycolysis/Gluconeogenesis	10	8789	FBP2
Glycolysis/Gluconeogenesis	10	92483	LDHAL6B
Glycolysis/Gluconeogenesis	10	92579	G6PC3
Glycolysis/Gluconeogenesis	10	9562	MINPP1
Citrate_cycle_(TCA_cycle)	20	1431	CS
Citrate_cycle_(TCA_cycle)	20	1737	DLAT
Citrate_cycle_(TCA_cycle)	20	1738	DLD
Citrate_cycle_(TCA_cycle)	20	1743	DLST
Citrate_cycle_(TCA_cycle)	20	2271	FH
Citrate_cycle_(TCA_cycle)	20	3417	IDH1
Citrate_cycle_(TCA_cycle)	20	3418	IDH2
Citrate_cycle_(TCA_cycle)	20	3419	IDH3A
Citrate_cycle_(TCA_cycle)	20	3420	IDH3B
Citrate_cycle_(TCA_cycle)	20	3421	IDH3G
Citrate_cycle_(TCA_cycle)	20	4190	MDH1
Citrate_cycle_(TCA_cycle)	20	4191	MDH2
Citrate_cycle_(TCA_cycle)	20	47	ACLY
Citrate_cycle_(TCA_cycle)	20	48	ACO1
Citrate_cycle_(TCA_cycle)	20	4967	OGDH
Citrate_cycle_(TCA_cycle)	20	5091	PC
Citrate_cycle_(TCA_cycle)	20	50	ACO2
Citrate_cycle_(TCA_cycle)	20	5105	PCK1
Citrate_cycle_(TCA_cycle)	20	5106	PCK2
Citrate_cycle_(TCA_cycle)	20	5160	PDHA1
Citrate_cycle_(TCA_cycle)	20	5161	PDHA2
Citrate_cycle_(TCA_cycle)	20	5162	PDHB
Citrate_cycle_(TCA_cycle)	20	55753	OGDHL
Citrate_cycle_(TCA_cycle)	20	6389	SDHA
Citrate_cycle_(TCA_cycle)	20	6390	SDHB
Citrate_cycle_(TCA_cycle)	20	6391	SDHC
Citrate_cycle_(TCA_cycle)	20	6392	SDHD
Citrate_cycle_(TCA_cycle)	20	8050	PDHX
Citrate_cycle_(TCA_cycle)	20	8801	SUCLG2
Citrate_cycle_(TCA_cycle)	20	8802	SUCLG1
Citrate_cycle_(TCA_cycle)	20	8803	SUCLA2
Pentose_phosphate_pathway	30	132158	GLYCTK
Pentose_phosphate_pathway	30	2203	FBP1
Pentose_phosphate_pathway	30	221823	PRPS1L1
Pentose_phosphate_pathway	30	226	ALDOA
Pentose_phosphate_pathway	30	22934	RPIA
Pentose_phosphate_pathway	30	229	ALDOB
Pentose_phosphate_pathway	30	230	ALDOC
Pentose_phosphate_pathway	30	23729	SHPK
Pentose_phosphate_pathway	30	2539	G6PD
Pentose_phosphate_pathway	30	25796	PGLS
Pentose_phosphate_pathway	30	2821	GPI
Pentose_phosphate_pathway	30	414328	IDNK
Pentose_phosphate_pathway	30	51071	DERA
Pentose_phosphate_pathway	30	5211	PFKL
Pentose_phosphate_pathway	30	5213	PFKM
Pentose_phosphate_pathway	30	5214	PFKP
Pentose_phosphate_pathway	30	5226	PGD
Pentose_phosphate_pathway	30	5236	PGM1
Pentose_phosphate_pathway	30	55276	PGM2
Pentose_phosphate_pathway	30	5631	PRPS1
Pentose_phosphate_pathway	30	5634	PRPS2
Pentose_phosphate_pathway	30	6120	RPE
Pentose_phosphate_pathway	30	64080	RBKS
Pentose_phosphate_pathway	30	6888	TALDO1
Pentose_phosphate_pathway	30	7086	TKT
Pentose_phosphate_pathway	30	729020	RPEL1
Pentose_phosphate_pathway	30	8277	TKTL1
Pentose_phosphate_pathway	30	84076	TKTL2
Pentose_phosphate_pathway	30	8789	FBP2
Pentose_phosphate_pathway	30	9104	RGN
Pentose_phosphate_pathway	30	9563	H6PD
Pentose_and_glucuronate_interconversions	40	10327	AKR1A1
Pentose_and_glucuronate_interconversions	40	10720	UGT2B11
Pentose_and_glucuronate_interconversions	40	10941	UGT2A1
Pentose_and_glucuronate_interconversions	40	231	AKR1B1
Pentose_and_glucuronate_interconversions	40	27294	DHDH
Pentose_and_glucuronate_interconversions	40	2990	GUSB
Pentose_and_glucuronate_interconversions	40	441282	AKR1B15
Pentose_and_glucuronate_interconversions	40	51084	CRYL1
Pentose_and_glucuronate_interconversions	40	51181	DCXR
Pentose_and_glucuronate_interconversions	40	54490	UGT2B28
Pentose_and_glucuronate_interconversions	40	54575	UGT1A10
Pentose_and_glucuronate_interconversions	40	54576	UGT1A8
Pentose_and_glucuronate_interconversions	40	54577	UGT1A7
Pentose_and_glucuronate_interconversions	40	54578	UGT1A6
Pentose_and_glucuronate_interconversions	40	54579	UGT1A5
Pentose_and_glucuronate_interconversions	40	54600	UGT1A9
Pentose_and_glucuronate_interconversions	40	54657	UGT1A4
Pentose_and_glucuronate_interconversions	40	54658	UGT1A1
Pentose_and_glucuronate_interconversions	40	54659	UGT1A3
Pentose_and_glucuronate_interconversions	40	55277	FGGY
Pentose_and_glucuronate_interconversions	40	57016	AKR1B10
Pentose_and_glucuronate_interconversions	40	574537	UGT2A2
Pentose_and_glucuronate_interconversions	40	6120	RPE
Pentose_and_glucuronate_interconversions	40	6652	SORD
Pentose_and_glucuronate_interconversions	40	729020	RPEL1
Pentose_and_glucuronate_interconversions	40	729920	CRPPA
Pentose_and_glucuronate_interconversions	40	7358	UGDH
Pentose_and_glucuronate_interconversions	40	7360	UGP2
Pentose_and_glucuronate_interconversions	40	7363	UGT2B4
Pentose_and_glucuronate_interconversions	40	7364	UGT2B7
Pentose_and_glucuronate_interconversions	40	7365	UGT2B10
Pentose_and_glucuronate_interconversions	40	7366	UGT2B15
Pentose_and_glucuronate_interconversions	40	7367	UGT2B17
Pentose_and_glucuronate_interconversions	40	79799	UGT2A3
Pentose_and_glucuronate_interconversions	40	9365	KL
Pentose_and_glucuronate_interconversions	40	9942	XYLB
Fructose_and_mannose_metabolism	51	197258	FCSK
Fructose_and_mannose_metabolism	51	2203	FBP1
Fructose_and_mannose_metabolism	51	226	ALDOA
Fructose_and_mannose_metabolism	51	229	ALDOB
Fructose_and_mannose_metabolism	51	230	ALDOC
Fructose_and_mannose_metabolism	51	231	AKR1B1
Fructose_and_mannose_metabolism	51	26007	TKFC
Fructose_and_mannose_metabolism	51	2762	GMDS
Fructose_and_mannose_metabolism	51	29925	GMPPB
Fructose_and_mannose_metabolism	51	29926	GMPPA
Fructose_and_mannose_metabolism	51	3098	HK1
Fructose_and_mannose_metabolism	51	3099	HK2
Fructose_and_mannose_metabolism	51	3101	HK3
Fructose_and_mannose_metabolism	51	3795	KHK
Fructose_and_mannose_metabolism	51	4351	MPI
Fructose_and_mannose_metabolism	51	441282	AKR1B15
Fructose_and_mannose_metabolism	51	5207	PFKFB1
Fructose_and_mannose_metabolism	51	5208	PFKFB2
Fructose_and_mannose_metabolism	51	5209	PFKFB3
Fructose_and_mannose_metabolism	51	5210	PFKFB4
Fructose_and_mannose_metabolism	51	5211	PFKL
Fructose_and_mannose_metabolism	51	5213	PFKM
Fructose_and_mannose_metabolism	51	5214	PFKP
Fructose_and_mannose_metabolism	51	5372	PMM1
Fructose_and_mannose_metabolism	51	5373	PMM2
Fructose_and_mannose_metabolism	51	55556	ENOSF1
Fructose_and_mannose_metabolism	51	57016	AKR1B10
Fructose_and_mannose_metabolism	51	57103	TIGAR
Fructose_and_mannose_metabolism	51	6652	SORD
Fructose_and_mannose_metabolism	51	7167	TPI1
Fructose_and_mannose_metabolism	51	7264	GFUS
Fructose_and_mannose_metabolism	51	80201	HKDC1
Fructose_and_mannose_metabolism	51	8789	FBP2
Fructose_and_mannose_metabolism	51	8790	FPGT
Galactose_metabolism	52	130589	GALM
Galactose_metabolism	52	231	AKR1B1
Galactose_metabolism	52	2538	G6PC1
Galactose_metabolism	52	2548	GAA
Galactose_metabolism	52	2582	GALE
Galactose_metabolism	52	2584	GALK1
Galactose_metabolism	52	2592	GALT
Galactose_metabolism	52	2595	GANC
Galactose_metabolism	52	2645	GCK
Galactose_metabolism	52	2683	B4GALT1
Galactose_metabolism	52	2717	GLA
Galactose_metabolism	52	2720	GLB1
Galactose_metabolism	52	3098	HK1
Galactose_metabolism	52	3099	HK2
Galactose_metabolism	52	3101	HK3
Galactose_metabolism	52	3906	LALBA
Galactose_metabolism	52	3938	LCT
Galactose_metabolism	52	441282	AKR1B15
Galactose_metabolism	52	5211	PFKL
Galactose_metabolism	52	5213	PFKM
Galactose_metabolism	52	5214	PFKP
Galactose_metabolism	52	5236	PGM1
Galactose_metabolism	52	55276	PGM2
Galactose_metabolism	52	57016	AKR1B10
Galactose_metabolism	52	57818	G6PC2
Galactose_metabolism	52	6476	SI
Galactose_metabolism	52	7360	UGP2
Galactose_metabolism	52	80201	HKDC1
Galactose_metabolism	52	8704	B4GALT2
Galactose_metabolism	52	8972	MGAM
Galactose_metabolism	52	92579	G6PC3
Galactose_metabolism	52	93432	MGAM2
Ascorbate_and_aldarate_metabolism	53	10327	AKR1A1
Ascorbate_and_aldarate_metabolism	53	10720	UGT2B11
Ascorbate_and_aldarate_metabolism	53	10941	UGT2A1
Ascorbate_and_aldarate_metabolism	53	217	ALDH2
Ascorbate_and_aldarate_metabolism	53	219	ALDH1B1
Ascorbate_and_aldarate_metabolism	53	223	ALDH9A1
Ascorbate_and_aldarate_metabolism	53	224	ALDH3A2
Ascorbate_and_aldarate_metabolism	53	2990	GUSB
Ascorbate_and_aldarate_metabolism	53	501	ALDH7A1
Ascorbate_and_aldarate_metabolism	53	54490	UGT2B28
Ascorbate_and_aldarate_metabolism	53	54575	UGT1A10
Ascorbate_and_aldarate_metabolism	53	54576	UGT1A8
Ascorbate_and_aldarate_metabolism	53	54577	UGT1A7
Ascorbate_and_aldarate_metabolism	53	54578	UGT1A6
Ascorbate_and_aldarate_metabolism	53	54579	UGT1A5
Ascorbate_and_aldarate_metabolism	53	54600	UGT1A9
Ascorbate_and_aldarate_metabolism	53	54657	UGT1A4
Ascorbate_and_aldarate_metabolism	53	54658	UGT1A1
Ascorbate_and_aldarate_metabolism	53	54659	UGT1A3
Ascorbate_and_aldarate_metabolism	53	55586	MIOX
Ascorbate_and_aldarate_metabolism	53	574537	UGT2A2
Ascorbate_and_aldarate_metabolism	53	7358	UGDH
Ascorbate_and_aldarate_metabolism	53	7363	UGT2B4
Ascorbate_and_aldarate_metabolism	53	7364	UGT2B7
Ascorbate_and_aldarate_metabolism	53	7365	UGT2B10
Ascorbate_and_aldarate_metabolism	53	7366	UGT2B15
Ascorbate_and_aldarate_metabolism	53	7367	UGT2B17
Ascorbate_and_aldarate_metabolism	53	79799	UGT2A3
Ascorbate_and_aldarate_metabolism	53	9104	RGN
Ascorbate_and_aldarate_metabolism	53	9365	KL
Starch_and_sucrose_metabolism	500	11181	TREH
Starch_and_sucrose_metabolism	500	178	AGL
Starch_and_sucrose_metabolism	500	2538	G6PC1
Starch_and_sucrose_metabolism	500	2548	GAA
Starch_and_sucrose_metabolism	500	2595	GANC
Starch_and_sucrose_metabolism	500	2632	GBE1
Starch_and_sucrose_metabolism	500	2645	GCK
Starch_and_sucrose_metabolism	500	276	AMY1A
Starch_and_sucrose_metabolism	500	277	AMY1B
Starch_and_sucrose_metabolism	500	278	AMY1C
Starch_and_sucrose_metabolism	500	279	AMY2A
Starch_and_sucrose_metabolism	500	280	AMY2B
Starch_and_sucrose_metabolism	500	2821	GPI
Starch_and_sucrose_metabolism	500	283209	PGM2L1
Starch_and_sucrose_metabolism	500	2992	GYG1
Starch_and_sucrose_metabolism	500	2997	GYS1
Starch_and_sucrose_metabolism	500	2998	GYS2
Starch_and_sucrose_metabolism	500	3098	HK1
Starch_and_sucrose_metabolism	500	3099	HK2
Starch_and_sucrose_metabolism	500	3101	HK3
Starch_and_sucrose_metabolism	500	5167	ENPP1
Starch_and_sucrose_metabolism	500	5169	ENPP3
Starch_and_sucrose_metabolism	500	5236	PGM1
Starch_and_sucrose_metabolism	500	55276	PGM2
Starch_and_sucrose_metabolism	500	57733	GBA3
Starch_and_sucrose_metabolism	500	57818	G6PC2
Starch_and_sucrose_metabolism	500	5834	PYGB
Starch_and_sucrose_metabolism	500	5836	PYGL
Starch_and_sucrose_metabolism	500	5837	PYGM
Starch_and_sucrose_metabolism	500	6476	SI
Starch_and_sucrose_metabolism	500	7360	UGP2
Starch_and_sucrose_metabolism	500	80201	HKDC1
Starch_and_sucrose_metabolism	500	8908	GYG2
Starch_and_sucrose_metabolism	500	8972	MGAM
Starch_and_sucrose_metabolism	500	92579	G6PC3
Starch_and_sucrose_metabolism	500	93432	MGAM2
Amino_sugar_and_nucleotide_sugar_metabolism	520	10007	GNPDA1
Amino_sugar_and_nucleotide_sugar_metabolism	520	10020	GNE
Amino_sugar_and_nucleotide_sugar_metabolism	520	1118	CHIT1
Amino_sugar_and_nucleotide_sugar_metabolism	520	132789	GNPDA2
Amino_sugar_and_nucleotide_sugar_metabolism	520	140838	NANP
Amino_sugar_and_nucleotide_sugar_metabolism	520	1727	CYB5R3
Amino_sugar_and_nucleotide_sugar_metabolism	520	197258	FCSK
Amino_sugar_and_nucleotide_sugar_metabolism	520	2582	GALE
Amino_sugar_and_nucleotide_sugar_metabolism	520	2584	GALK1
Amino_sugar_and_nucleotide_sugar_metabolism	520	2585	GALK2
Amino_sugar_and_nucleotide_sugar_metabolism	520	2592	GALT
Amino_sugar_and_nucleotide_sugar_metabolism	520	2645	GCK
Amino_sugar_and_nucleotide_sugar_metabolism	520	2673	GFPT1
Amino_sugar_and_nucleotide_sugar_metabolism	520	27159	CHIA
Amino_sugar_and_nucleotide_sugar_metabolism	520	2762	GMDS
Amino_sugar_and_nucleotide_sugar_metabolism	520	2821	GPI
Amino_sugar_and_nucleotide_sugar_metabolism	520	29925	GMPPB
Amino_sugar_and_nucleotide_sugar_metabolism	520	29926	GMPPA
Amino_sugar_and_nucleotide_sugar_metabolism	520	3073	HEXA
Amino_sugar_and_nucleotide_sugar_metabolism	520	3074	HEXB
Amino_sugar_and_nucleotide_sugar_metabolism	520	3098	HK1
Amino_sugar_and_nucleotide_sugar_metabolism	520	3099	HK2
Amino_sugar_and_nucleotide_sugar_metabolism	520	3101	HK3
Amino_sugar_and_nucleotide_sugar_metabolism	520	4351	MPI
Amino_sugar_and_nucleotide_sugar_metabolism	520	51005	AMDHD2
Amino_sugar_and_nucleotide_sugar_metabolism	520	51167	CYB5R4
Amino_sugar_and_nucleotide_sugar_metabolism	520	51700	CYB5R2
Amino_sugar_and_nucleotide_sugar_metabolism	520	51706	CYB5R1
Amino_sugar_and_nucleotide_sugar_metabolism	520	5236	PGM1
Amino_sugar_and_nucleotide_sugar_metabolism	520	5238	PGM3
Amino_sugar_and_nucleotide_sugar_metabolism	520	5372	PMM1
Amino_sugar_and_nucleotide_sugar_metabolism	520	5373	PMM2
Amino_sugar_and_nucleotide_sugar_metabolism	520	54187	NANS
Amino_sugar_and_nucleotide_sugar_metabolism	520	55276	PGM2
Amino_sugar_and_nucleotide_sugar_metabolism	520	55577	NAGK
Amino_sugar_and_nucleotide_sugar_metabolism	520	55907	CMAS
Amino_sugar_and_nucleotide_sugar_metabolism	520	5973	RENBP
Amino_sugar_and_nucleotide_sugar_metabolism	520	606495	CYB5RL
Amino_sugar_and_nucleotide_sugar_metabolism	520	64841	GNPNAT1
Amino_sugar_and_nucleotide_sugar_metabolism	520	6675	UAP1
Amino_sugar_and_nucleotide_sugar_metabolism	520	7264	GFUS
Amino_sugar_and_nucleotide_sugar_metabolism	520	7358	UGDH
Amino_sugar_and_nucleotide_sugar_metabolism	520	7360	UGP2
Amino_sugar_and_nucleotide_sugar_metabolism	520	80146	UXS1
Amino_sugar_and_nucleotide_sugar_metabolism	520	80201	HKDC1
Amino_sugar_and_nucleotide_sugar_metabolism	520	80896	NPL
Amino_sugar_and_nucleotide_sugar_metabolism	520	8790	FPGT
Amino_sugar_and_nucleotide_sugar_metabolism	520	91373	UAP1L1
Amino_sugar_and_nucleotide_sugar_metabolism	520	9945	GFPT2
Inositol_phosphate_metabolism	562	10423	CDIPT
Inositol_phosphate_metabolism	562	113026	PLCD3
Inositol_phosphate_metabolism	562	138429	PIP5KL1
Inositol_phosphate_metabolism	562	200576	PIKFYVE
Inositol_phosphate_metabolism	562	22876	INPP5F
Inositol_phosphate_metabolism	562	22908	SACM1L
Inositol_phosphate_metabolism	562	23007	PLCH1
Inositol_phosphate_metabolism	562	23236	PLCB1
Inositol_phosphate_metabolism	562	23396	PIP5K1C
Inositol_phosphate_metabolism	562	253430	IPMK
Inositol_phosphate_metabolism	562	27124	INPP5J
Inositol_phosphate_metabolism	562	3612	IMPA1
Inositol_phosphate_metabolism	562	3613	IMPA2
Inositol_phosphate_metabolism	562	3628	INPP1
Inositol_phosphate_metabolism	562	3631	INPP4A
Inositol_phosphate_metabolism	562	3632	INPP5A
Inositol_phosphate_metabolism	562	3633	INPP5B
Inositol_phosphate_metabolism	562	3635	INPP5D
Inositol_phosphate_metabolism	562	3636	INPPL1
Inositol_phosphate_metabolism	562	3705	ITPK1
Inositol_phosphate_metabolism	562	3706	ITPKA
Inositol_phosphate_metabolism	562	3707	ITPKB
Inositol_phosphate_metabolism	562	4329	ALDH6A1
Inositol_phosphate_metabolism	562	4534	MTM1
Inositol_phosphate_metabolism	562	4952	OCRL
Inositol_phosphate_metabolism	562	51196	PLCE1
Inositol_phosphate_metabolism	562	51477	ISYNA1
Inositol_phosphate_metabolism	562	51763	INPP5K
Inositol_phosphate_metabolism	562	5286	PIK3C2A
Inositol_phosphate_metabolism	562	5287	PIK3C2B
Inositol_phosphate_metabolism	562	5288	PIK3C2G
Inositol_phosphate_metabolism	562	5289	PIK3C3
Inositol_phosphate_metabolism	562	5290	PIK3CA
Inositol_phosphate_metabolism	562	5291	PIK3CB
Inositol_phosphate_metabolism	562	5293	PIK3CD
Inositol_phosphate_metabolism	562	5294	PIK3CG
Inositol_phosphate_metabolism	562	5297	PI4KA
Inositol_phosphate_metabolism	562	5298	PI4KB
Inositol_phosphate_metabolism	562	5305	PIP4K2A
Inositol_phosphate_metabolism	562	5330	PLCB2
Inositol_phosphate_metabolism	562	5331	PLCB3
Inositol_phosphate_metabolism	562	5332	PLCB4
Inositol_phosphate_metabolism	562	5333	PLCD1
Inositol_phosphate_metabolism	562	5335	PLCG1
Inositol_phosphate_metabolism	562	5336	PLCG2
Inositol_phosphate_metabolism	562	55300	PI4K2B
Inositol_phosphate_metabolism	562	55361	PI4K2A
Inositol_phosphate_metabolism	562	55586	MIOX
Inositol_phosphate_metabolism	562	55613	MTMR8
Inositol_phosphate_metabolism	562	56623	INPP5E
Inositol_phosphate_metabolism	562	5728	PTEN
Inositol_phosphate_metabolism	562	64419	MTMR14
Inositol_phosphate_metabolism	562	64768	IPPK
Inositol_phosphate_metabolism	562	7167	TPI1
Inositol_phosphate_metabolism	562	79837	PIP4K2C
Inositol_phosphate_metabolism	562	80271	ITPKC
Inositol_phosphate_metabolism	562	8394	PIP5K1A
Inositol_phosphate_metabolism	562	8395	PIP5K1B
Inositol_phosphate_metabolism	562	8396	PIP4K2B
Inositol_phosphate_metabolism	562	84812	PLCD4
Inositol_phosphate_metabolism	562	8776	MTMR1
Inositol_phosphate_metabolism	562	8821	INPP4B
Inositol_phosphate_metabolism	562	8867	SYNJ1
Inositol_phosphate_metabolism	562	8871	SYNJ2
Inositol_phosphate_metabolism	562	8897	MTMR3
Inositol_phosphate_metabolism	562	8898	MTMR2
Inositol_phosphate_metabolism	562	89869	PLCZ1
Inositol_phosphate_metabolism	562	9107	MTMR6
Inositol_phosphate_metabolism	562	9108	MTMR7
Inositol_phosphate_metabolism	562	9110	MTMR4
Inositol_phosphate_metabolism	562	9562	MINPP1
Inositol_phosphate_metabolism	562	9651	PLCH2
Inositol_phosphate_metabolism	562	9896	FIG4
Pyruvate_metabolism	620	10327	AKR1A1
Pyruvate_metabolism	620	10873	ME3
Pyruvate_metabolism	620	124	ADH1A
Pyruvate_metabolism	620	125	ADH1B
Pyruvate_metabolism	620	126	ADH1C
Pyruvate_metabolism	620	127	ADH4
Pyruvate_metabolism	620	128	ADH5
Pyruvate_metabolism	620	130	ADH6
Pyruvate_metabolism	620	131	ADH7
Pyruvate_metabolism	620	134526	ACOT12
Pyruvate_metabolism	620	160287	LDHAL6A
Pyruvate_metabolism	620	1737	DLAT
Pyruvate_metabolism	620	1738	DLD
Pyruvate_metabolism	620	197257	LDHD
Pyruvate_metabolism	620	217	ALDH2
Pyruvate_metabolism	620	219	ALDH1B1
Pyruvate_metabolism	620	223	ALDH9A1
Pyruvate_metabolism	620	224	ALDH3A2
Pyruvate_metabolism	620	2271	FH
Pyruvate_metabolism	620	2739	GLO1
Pyruvate_metabolism	620	3029	HAGH
Pyruvate_metabolism	620	31	ACACA
Pyruvate_metabolism	620	32	ACACB
Pyruvate_metabolism	620	38	ACAT1
Pyruvate_metabolism	620	3939	LDHA
Pyruvate_metabolism	620	3945	LDHB
Pyruvate_metabolism	620	3948	LDHC
Pyruvate_metabolism	620	39	ACAT2
Pyruvate_metabolism	620	4190	MDH1
Pyruvate_metabolism	620	4191	MDH2
Pyruvate_metabolism	620	4199	ME1
Pyruvate_metabolism	620	4200	ME2
Pyruvate_metabolism	620	501	ALDH7A1
Pyruvate_metabolism	620	5091	PC
Pyruvate_metabolism	620	5105	PCK1
Pyruvate_metabolism	620	5106	PCK2
Pyruvate_metabolism	620	5160	PDHA1
Pyruvate_metabolism	620	5161	PDHA2
Pyruvate_metabolism	620	5162	PDHB
Pyruvate_metabolism	620	5313	PKLR
Pyruvate_metabolism	620	5315	PKM
Pyruvate_metabolism	620	55902	ACSS2
Pyruvate_metabolism	620	8050	PDHX
Pyruvate_metabolism	620	84532	ACSS1
Pyruvate_metabolism	620	92483	LDHAL6B
Pyruvate_metabolism	620	9380	GRHPR
Pyruvate_metabolism	620	97	ACYP1
Pyruvate_metabolism	620	98	ACYP2
Glyoxylate_and_dicarboxylate_metabolism	630	112817	HOGA1
Glyoxylate_and_dicarboxylate_metabolism	630	125061	AFMID
Glyoxylate_and_dicarboxylate_metabolism	630	132158	GLYCTK
Glyoxylate_and_dicarboxylate_metabolism	630	1431	CS
Glyoxylate_and_dicarboxylate_metabolism	630	1738	DLD
Glyoxylate_and_dicarboxylate_metabolism	630	189	AGXT
Glyoxylate_and_dicarboxylate_metabolism	630	2653	GCSH
Glyoxylate_and_dicarboxylate_metabolism	630	2731	GLDC
Glyoxylate_and_dicarboxylate_metabolism	630	2752	GLUL
Glyoxylate_and_dicarboxylate_metabolism	630	275	AMT
Glyoxylate_and_dicarboxylate_metabolism	630	283871	PGP
Glyoxylate_and_dicarboxylate_metabolism	630	38	ACAT1
Glyoxylate_and_dicarboxylate_metabolism	630	39	ACAT2
Glyoxylate_and_dicarboxylate_metabolism	630	4190	MDH1
Glyoxylate_and_dicarboxylate_metabolism	630	4191	MDH2
Glyoxylate_and_dicarboxylate_metabolism	630	4594	MMUT
Glyoxylate_and_dicarboxylate_metabolism	630	48	ACO1
Glyoxylate_and_dicarboxylate_metabolism	630	5095	PCCA
Glyoxylate_and_dicarboxylate_metabolism	630	5096	PCCB
Glyoxylate_and_dicarboxylate_metabolism	630	50	ACO2
Glyoxylate_and_dicarboxylate_metabolism	630	51179	HAO2
Glyoxylate_and_dicarboxylate_metabolism	630	54363	HAO1
Glyoxylate_and_dicarboxylate_metabolism	630	55902	ACSS2
Glyoxylate_and_dicarboxylate_metabolism	630	6470	SHMT1
Glyoxylate_and_dicarboxylate_metabolism	630	6472	SHMT2
Glyoxylate_and_dicarboxylate_metabolism	630	81888	HYI
Glyoxylate_and_dicarboxylate_metabolism	630	84532	ACSS1
Glyoxylate_and_dicarboxylate_metabolism	630	84693	MCEE
Glyoxylate_and_dicarboxylate_metabolism	630	847	CAT
Glyoxylate_and_dicarboxylate_metabolism	630	9380	GRHPR
Propanoate_metabolism	640	160287	LDHAL6A
Propanoate_metabolism	640	1629	DBT
Propanoate_metabolism	640	1738	DLD
Propanoate_metabolism	640	1892	ECHS1
Propanoate_metabolism	640	18	ABAT
Propanoate_metabolism	640	1962	EHHADH
Propanoate_metabolism	640	23417	MLYCD
Propanoate_metabolism	640	26275	HIBCH
Propanoate_metabolism	640	3030	HADHA
Propanoate_metabolism	640	31	ACACA
Propanoate_metabolism	640	32	ACACB
Propanoate_metabolism	640	35	ACADS
Propanoate_metabolism	640	3939	LDHA
Propanoate_metabolism	640	3945	LDHB
Propanoate_metabolism	640	3948	LDHC
