pathway_id	pathway_name	ko_ID	ko_name
9144	Cellular_community_-_eukaryotes	6932	TCF7
9144	Cellular_community_-_eukaryotes	7044	LEFTY2
9144	Cellular_community_-_eukaryotes	7471	WNT1
9144	Cellular_community_-_eukaryotes	7472	WNT2
9144	Cellular_community_-_eukaryotes	7473	WNT3
9144	Cellular_community_-_eukaryotes	7474	WNT5A
9144	Cellular_community_-_eukaryotes	7475	WNT6
9144	Cellular_community_-_eukaryotes	7476	WNT7A
9144	Cellular_community_-_eukaryotes	7477	WNT7B
9144	Cellular_community_-_eukaryotes	7478	WNT8A
9144	Cellular_community_-_eukaryotes	7479	WNT8B
9144	Cellular_community_-_eukaryotes	7480	WNT10B
9144	Cellular_community_-_eukaryotes	7481	WNT11
9144	Cellular_community_-_eukaryotes	7482	WNT2B
9144	Cellular_community_-_eukaryotes	7483	WNT9A
9144	Cellular_community_-_eukaryotes	7484	WNT9B
9144	Cellular_community_-_eukaryotes	7547	ZIC3
9144	Cellular_community_-_eukaryotes	7703	PCGF2
9144	Cellular_community_-_eukaryotes	7855	FZD5
9144	Cellular_community_-_eukaryotes	7976	FZD3
9144	Cellular_community_-_eukaryotes	79923	NANOG
9144	Cellular_community_-_eukaryotes	7994	KAT6A
9144	Cellular_community_-_eukaryotes	80326	WNT10A
9144	Cellular_community_-_eukaryotes	80712	ESX1
9144	Cellular_community_-_eukaryotes	81029	WNT5B
9144	Cellular_community_-_eukaryotes	8312	AXIN1
9144	Cellular_community_-_eukaryotes	8313	AXIN2
9144	Cellular_community_-_eukaryotes	8321	FZD1
9144	Cellular_community_-_eukaryotes	8322	FZD4
9144	Cellular_community_-_eukaryotes	8323	FZD6
9144	Cellular_community_-_eukaryotes	8324	FZD7
9144	Cellular_community_-_eukaryotes	8325	FZD8
9144	Cellular_community_-_eukaryotes	8326	FZD9
9144	Cellular_community_-_eukaryotes	83729	INHBE
9144	Cellular_community_-_eukaryotes	84108	PCGF6
9144	Cellular_community_-_eukaryotes	84333	PCGF5
9144	Cellular_community_-_eukaryotes	84759	PCGF1
9144	Cellular_community_-_eukaryotes	8503	PIK3R3
9144	Cellular_community_-_eukaryotes	8820	HESX1
9144	Cellular_community_-_eukaryotes	89780	WNT3A
9144	Cellular_community_-_eukaryotes	90	ACVR1
9144	Cellular_community_-_eukaryotes	91	ACVR1B
9144	Cellular_community_-_eukaryotes	92	ACVR2A
9144	Cellular_community_-_eukaryotes	9314	KLF4
9144	Cellular_community_-_eukaryotes	93	ACVR2B
9144	Cellular_community_-_eukaryotes	9421	HAND1
9144	Cellular_community_-_eukaryotes	9869	SETDB1
9149	Aging	10000	AKT3
9149	Aging	10488	CREB3
9149	Aging	10645	CAMKK2
9149	Aging	107	ADCY1
9149	Aging	10891	PPARGC1A
9149	Aging	108	ADCY2
9149	Aging	10919	EHMT2
9149	Aging	109	ADCY3
9149	Aging	111	ADCY5
9149	Aging	112	ADCY6
9149	Aging	113	ADCY7
9149	Aging	114	ADCY8
9149	Aging	115	ADCY9
9149	Aging	1385	CREB1
9149	Aging	1386	ATF2
9149	Aging	1388	ATF6B
9149	Aging	143686	SESN3
9149	Aging	148327	CREB3L4
9149	Aging	196883	ADCY4
9149	Aging	1977	EIF4E
9149	Aging	1978	EIF4EBP1
9149	Aging	207	AKT1
9149	Aging	208	AKT2
9149	Aging	2308	FOXO1
9149	Aging	2309	FOXO3
9149	Aging	23411	SIRT1
9149	Aging	2475	MTOR
9149	Aging	253314	EIF4E1B
9149	Aging	26060	APPL1
9149	Aging	27244	SESN1
9149	Aging	3265	HRAS
9149	Aging	3479	IGF1
9149	Aging	3480	IGF1R
9149	Aging	3630	INS
9149	Aging	3643	INSR
9149	Aging	3667	IRS1
9149	Aging	3845	KRAS
9149	Aging	468	ATF4
9149	Aging	4790	NFKB1
9149	Aging	4893	NRAS
9149	Aging	51094	ADIPOR1
9149	Aging	51422	PRKAG2
9149	Aging	5290	PIK3CA
9149	Aging	5291	PIK3CB
9149	Aging	5293	PIK3CD
9149	Aging	5295	PIK3R1
9149	Aging	5296	PIK3R2
9149	Aging	53632	PRKAG3
9149	Aging	5468	PPARG
9149	Aging	5562	PRKAA1
9149	Aging	5563	PRKAA2
9149	Aging	5564	PRKAB1
9149	Aging	5565	PRKAB2
9149	Aging	5566	PRKACA
9149	Aging	5567	PRKACB
9149	Aging	5568	PRKACG
9149	Aging	5571	PRKAG1
9149	Aging	57521	RPTOR
9149	Aging	581	BAX
9149	Aging	5970	RELA
9149	Aging	6009	RHEB
9149	Aging	60673	ATG101
9149	Aging	6198	RPS6KB1
9149	Aging	6199	RPS6KB2
9149	Aging	64764	CREB3L2
9149	Aging	6648	SOD2
9149	Aging	6794	STK11
9149	Aging	7157	TP53
9149	Aging	7248	TSC1
9149	Aging	7249	TSC2
9149	Aging	79602	ADIPOR2
9149	Aging	79813	EHMT1
9149	Aging	814	CAMK4
9149	Aging	83667	SESN2
9149	Aging	8408	ULK1
9149	Aging	84335	AKT1S1
9149	Aging	84699	CREB3L3
9149	Aging	8471	IRS4
9149	Aging	847	CAT
9149	Aging	8503	PIK3R3
9149	Aging	8660	IRS2
9149	Aging	90993	CREB3L1
9149	Aging	9365	KL
9149	Aging	9370	ADIPOQ
9149	Aging	9470	EIF4E2
9149	Aging	9474	ATG5
9149	Aging	9586	CREB5
9149	Aging	9776	ATG13
9149	Aging	9821	RB1CC1
9149	Aging	10000	AKT3
9149	Aging	107	ADCY1
9149	Aging	108	ADCY2
9149	Aging	109	ADCY3
9149	Aging	111	ADCY5
9149	Aging	112	ADCY6
9149	Aging	113	ADCY7
9149	Aging	114	ADCY8
9149	Aging	115	ADCY9
9149	Aging	1410	CRYAB
9149	Aging	196883	ADCY4
9149	Aging	1979	EIF4EBP2
9149	Aging	207	AKT1
9149	Aging	208	AKT2
9149	Aging	2308	FOXO1
9149	Aging	2309	FOXO3
9149	Aging	23411	SIRT1
9149	Aging	2475	MTOR
9149	Aging	3065	HDAC1
9149	Aging	3066	HDAC2
9149	Aging	3170	FOXA2
9149	Aging	3265	HRAS
9149	Aging	3303	HSPA1A
9149	Aging	3304	HSPA1B
9149	Aging	3305	HSPA1L
9149	Aging	3310	HSPA6
9149	Aging	3312	HSPA8
9149	Aging	3479	IGF1
9149	Aging	3480	IGF1R
9149	Aging	3630	INS
9149	Aging	3643	INSR
9149	Aging	3667	IRS1
9149	Aging	3845	KRAS
9149	Aging	4893	NRAS
9149	Aging	51422	PRKAG2
9149	Aging	5290	PIK3CA
9149	Aging	5291	PIK3CB
9149	Aging	5293	PIK3CD
9149	Aging	5295	PIK3R1
9149	Aging	5296	PIK3R2
9149	Aging	53632	PRKAG3
9149	Aging	5562	PRKAA1
9149	Aging	5563	PRKAA2
9149	Aging	5564	PRKAB1
9149	Aging	5565	PRKAB2
9149	Aging	5566	PRKACA
9149	Aging	5567	PRKACB
9149	Aging	5568	PRKACG
9149	Aging	5571	PRKAG1
9149	Aging	57521	RPTOR
9149	Aging	6198	RPS6KB1
9149	Aging	6199	RPS6KB2
9149	Aging	6647	SOD1
9149	Aging	6648	SOD2
9149	Aging	81570	CLPB
9149	Aging	84335	AKT1S1
9149	Aging	8471	IRS4
9149	Aging	847	CAT
9149	Aging	8503	PIK3R3
9149	Aging	8660	IRS2
9149	Aging	9474	ATG5
9151	Immune_system	10000	AKT3
9151	Immune_system	10235	RASGRP2
9151	Immune_system	10344	CCL26
9151	Immune_system	10451	VAV3
9151	Immune_system	10563	CXCL13
9151	Immune_system	10663	CXCR6
9151	Immune_system	10681	GNB5
9151	Immune_system	107	ADCY1
9151	Immune_system	10803	CCR9
9151	Immune_system	10850	CCL27
9151	Immune_system	108	ADCY2
9151	Immune_system	109	ADCY3
9151	Immune_system	111	ADCY5
9151	Immune_system	112	ADCY6
9151	Immune_system	113	ADCY7
9151	Immune_system	1147	CHUK
9151	Immune_system	114	ADCY8
9151	Immune_system	115	ADCY9
9151	Immune_system	1230	CCR1
9151	Immune_system	1232	CCR3
9151	Immune_system	1233	CCR4
9151	Immune_system	1234	CCR5
9151	Immune_system	1235	CCR6
9151	Immune_system	1236	CCR7
9151	Immune_system	1237	CCR8
9151	Immune_system	131890	GRK7
9151	Immune_system	1398	CRK
9151	Immune_system	1399	CRKL
9151	Immune_system	146850	PIK3R6
9151	Immune_system	1524	CX3CR1
9151	Immune_system	156	GRK2
9151	Immune_system	157	GRK3
9151	Immune_system	1794	DOCK2
9151	Immune_system	196883	ADCY4
9151	Immune_system	207	AKT1
9151	Immune_system	208	AKT2
9151	Immune_system	2185	PTK2B
9151	Immune_system	2268	FGR
9151	Immune_system	2309	FOXO3
9151	Immune_system	23236	PLCB1
9151	Immune_system	23533	PIK3R5
9151	Immune_system	25759	SHC2
9151	Immune_system	2770	GNAI1
9151	Immune_system	2771	GNAI2
9151	Immune_system	2773	GNAI3
9151	Immune_system	2776	GNAQ
9151	Immune_system	2782	GNB1
9151	Immune_system	2783	GNB2
9151	Immune_system	2784	GNB3
9151	Immune_system	2785	GNG3
9151	Immune_system	2786	GNG4
9151	Immune_system	2787	GNG5
9151	Immune_system	2788	GNG7
9151	Immune_system	2790	GNG10
9151	Immune_system	2791	GNG11
9151	Immune_system	2792	GNGT1
9151	Immune_system	2793	GNGT2
9151	Immune_system	2826	CCR10
9151	Immune_system	2829	XCR1
9151	Immune_system	2833	CXCR3
9151	Immune_system	2868	GRK4
9151	Immune_system	2869	GRK5
9151	Immune_system	2870	GRK6
9151	Immune_system	2885	GRB2
9151	Immune_system	2919	CXCL1
9151	Immune_system	2920	CXCL2
9151	Immune_system	2921	CXCL3
9151	Immune_system	2931	GSK3A
9151	Immune_system	2932	GSK3B
9151	Immune_system	3055	HCK
9151	Immune_system	3265	HRAS
9151	Immune_system	3551	IKBKB
9151	Immune_system	3576	CXCL8
9151	Immune_system	3577	CXCR1
9151	Immune_system	3579	CXCR2
9151	Immune_system	3627	CXCL10
9151	Immune_system	3702	ITK
9151	Immune_system	3717	JAK2
9151	Immune_system	3718	JAK3
9151	Immune_system	3845	KRAS
9151	Immune_system	387	RHOA
9151	Immune_system	388372	CCL4L1
9151	Immune_system	399694	SHC4
9151	Immune_system	4067	LYN
9151	Immune_system	408	ARRB1
9151	Immune_system	409	ARRB2
9151	Immune_system	414062	CCL3L3
9151	Immune_system	4283	CXCL9
9151	Immune_system	4790	NFKB1
9151	Immune_system	4792	NFKBIA
9151	Immune_system	4793	NFKBIB
9151	Immune_system	4893	NRAS
9151	Immune_system	5058	PAK1
9151	Immune_system	51764	GNG13
9151	Immune_system	5196	PF4
9151	Immune_system	5197	PF4V1
9151	Immune_system	5290	PIK3CA
9151	Immune_system	5291	PIK3CB
9151	Immune_system	5293	PIK3CD
9151	Immune_system	5294	PIK3CG
9151	Immune_system	5295	PIK3R1
9151	Immune_system	5296	PIK3R2
9151	Immune_system	5330	PLCB2
9151	Immune_system	5331	PLCB3
9151	Immune_system	5332	PLCB4
9151	Immune_system	53358	SHC3
9151	Immune_system	5335	PLCG1
9151	Immune_system	5336	PLCG2
9151	Immune_system	54331	GNG2
9151	Immune_system	5473	PPBP
9151	Immune_system	5566	PRKACA
9151	Immune_system	5567	PRKACB
9151	Immune_system	5568	PRKACG
9151	Immune_system	5579	PRKCB
9151	Immune_system	5580	PRKCD
9151	Immune_system	5590	PRKCZ
9151	Immune_system	5594	MAPK1
9151	Immune_system	5595	MAPK3
9151	Immune_system	55970	GNG12
9151	Immune_system	5604	MAP2K1
9151	Immune_system	56288	PARD3
9151	Immune_system	56477	CCL28
9151	Immune_system	572	BAD
9151	Immune_system	5747	PTK2
9151	Immune_system	57580	PREX1
9151	Immune_system	58191	CXCL16
9151	Immune_system	5829	PXN
9151	Immune_system	5879	RAC1
9151	Immune_system	5880	RAC2
9151	Immune_system	5881	RAC3
9151	Immune_system	5894	RAF1
9151	Immune_system	5906	RAP1A
9151	Immune_system	5908	RAP1B
9151	Immune_system	59345	GNB4
9151	Immune_system	5970	RELA
9151	Immune_system	6011	GRK1
9151	Immune_system	6093	ROCK1
9151	Immune_system	6346	CCL1
9151	Immune_system	6347	CCL2
9151	Immune_system	6348	CCL3
9151	Immune_system	6349	CCL3L1
9151	Immune_system	6351	CCL4
9151	Immune_system	6352	CCL5
9151	Immune_system	6354	CCL7
9151	Immune_system	6355	CCL8
9151	Immune_system	6356	CCL11
9151	Immune_system	6357	CCL13
9151	Immune_system	6358	CCL14
9151	Immune_system	6359	CCL15
9151	Immune_system	6360	CCL16
9151	Immune_system	6361	CCL17
9151	Immune_system	6362	CCL18
9151	Immune_system	6363	CCL19
9151	Immune_system	6364	CCL20
9151	Immune_system	6366	CCL21
9151	Immune_system	6367	CCL22
9151	Immune_system	6368	CCL23
9151	Immune_system	6369	CCL24
9151	Immune_system	6370	CCL25
9151	Immune_system	6372	CXCL6
9151	Immune_system	6373	CXCL11
9151	Immune_system	6374	CXCL5
9151	Immune_system	6375	XCL1
9151	Immune_system	6376	CX3CL1
9151	Immune_system	6387	CXCL12
9151	Immune_system	643	CXCR5
9151	Immune_system	6464	SHC1
9151	Immune_system	653361	NCF1
9151	Immune_system	6654	SOS1
9151	Immune_system	6655	SOS2
9151	Immune_system	6714	SRC
9151	Immune_system	673	BRAF
9151	Immune_system	6772	STAT1
9151	Immune_system	6773	STAT2
9151	Immune_system	6774	STAT3
9151	Immune_system	6777	STAT5B
9151	Immune_system	6846	XCL2
9151	Immune_system	7074	TIAM1
9151	Immune_system	729230	CCR2
9151	Immune_system	7409	VAV1
9151	Immune_system	7410	VAV2
9151	Immune_system	7454	WAS
9151	Immune_system	7852	CXCR4
9151	Immune_system	8503	PIK3R3
9151	Immune_system	8517	IKBKG
9151	Immune_system	94235	GNG8
9151	Immune_system	9475	ROCK2
9151	Immune_system	9547	CXCL14
9151	Immune_system	9560	CCL4L2
9151	Immune_system	9564	BCAR1
9151	Immune_system	9844	ELMO1
9151	Immune_system	998	CDC42
9151	Immune_system	10544	PROCR
9151	Immune_system	10747	MASP2
9151	Immune_system	10877	CFHR4
9151	Immune_system	10878	CFHR3
9151	Immune_system	11326	VSIG4
9151	Immune_system	1191	CLU
9151	Immune_system	1361	CPB2
9151	Immune_system	1378	CR1
9151	Immune_system	1379	CR1L
9151	Immune_system	1380	CR2
9151	Immune_system	1604	CD55
9151	Immune_system	1675	CFD
9151	Immune_system	2147	F2
9151	Immune_system	2149	F2R
9151	Immune_system	2151	F2RL2
9151	Immune_system	2152	F3
9151	Immune_system	2153	F5
9151	Immune_system	2155	F7
9151	Immune_system	2157	F8
9151	Immune_system	2158	F9
9151	Immune_system	2159	F10
9151	Immune_system	2160	F11
9151	Immune_system	2161	F12
9151	Immune_system	2162	F13A1
9151	Immune_system	2165	F13B
9151	Immune_system	2243	FGA
9151	Immune_system	2244	FGB
9151	Immune_system	2266	FGG
9151	Immune_system	2	A2M
9151	Immune_system	3053	SERPIND1
9151	Immune_system	3075	CFH
9151	Immune_system	3078	CFHR1
9151	Immune_system	3080	CFHR2
9151	Immune_system	3426	CFI
9151	Immune_system	3684	ITGAM
9151	Immune_system	3687	ITGAX
9151	Immune_system	3689	ITGB2
9151	Immune_system	3818	KLKB1
9151	Immune_system	3827	KNG1
9151	Immune_system	4153	MBL2
9151	Immune_system	4179	CD46
9151	Immune_system	462	SERPINC1
9151	Immune_system	5054	SERPINE1
9151	Immune_system	5055	SERPINB2
9151	Immune_system	5104	SERPINA5
9151	Immune_system	5265	SERPINA1
9151	Immune_system	5270	SERPINE2
9151	Immune_system	5327	PLAT
9151	Immune_system	5328	PLAU
9151	Immune_system	5329	PLAUR
9151	Immune_system	5340	PLG
9151	Immune_system	5345	SERPINF2
9151	Immune_system	5624	PROC
9151	Immune_system	5627	PROS1
9151	Immune_system	5648	MASP1
9151	Immune_system	623	BDKRB1
9151	Immune_system	624	BDKRB2
9151	Immune_system	629	CFB
9151	Immune_system	7035	TFPI
9151	Immune_system	7056	THBD
9151	Immune_system	710	SERPING1
9151	Immune_system	712	C1QA
9151	Immune_system	713	C1QB
9151	Immune_system	714	C1QC
9151	Immune_system	715	C1R
9151	Immune_system	716	C1S
9151	Immune_system	717	C2
9151	Immune_system	718	C3
9151	Immune_system	719	C3AR1
9151	Immune_system	720	C4A
9151	Immune_system	721	C4B
9151	Immune_system	722	C4BPA
9151	Immune_system	725	C4BPB
9151	Immune_system	727	C5
9151	Immune_system	728	C5AR1
9151	Immune_system	729	C6
9151	Immune_system	730	C7
9151	Immune_system	731	C8A
9151	Immune_system	732	C8B
9151	Immune_system	733	C8G
9151	Immune_system	735	C9
9151	Immune_system	7448	VTN
9151	Immune_system	7450	VWF
9151	Immune_system	81494	CFHR5
9151	Immune_system	9002	F2RL3
9151	Immune_system	966	CD59
9151	Immune_system	10000	AKT3
9151	Immune_system	100137049	PLA2G4B
9151	Immune_system	10125	RASGRP1
9151	Immune_system	10235	RASGRP2
9151	Immune_system	103910	MYL12B
9151	Immune_system	10627	MYL12A
9151	Immune_system	10672	GNA13
9151	Immune_system	107	ADCY1
9151	Immune_system	108	ADCY2
9151	Immune_system	109	ADCY3
9151	Immune_system	111	ADCY5
9151	Immune_system	112	ADCY6
9151	Immune_system	113	ADCY7
9151	Immune_system	114	ADCY8
9151	Immune_system	115	ADCY9
9151	Immune_system	123745	PLA2G4E
9151	Immune_system	1277	COL1A1
9151	Immune_system	1278	COL1A2
9151	Immune_system	1281	COL3A1
9151	Immune_system	1432	MAPK14
9151	Immune_system	146850	PIK3R6
9151	Immune_system	196883	ADCY4
9151	Immune_system	207	AKT1
9151	Immune_system	208	AKT2
9151	Immune_system	2147	F2
9151	Immune_system	2149	F2R
9151	Immune_system	2207	FCER1G
9151	Immune_system	2212	FCGR2A
9151	Immune_system	2243	FGA
9151	Immune_system	2244	FGB
9151	Immune_system	2266	FGG
9151	Immune_system	23236	PLCB1
9151	Immune_system	23365	ARHGEF12
9151	Immune_system	23533	PIK3R5
9151	Immune_system	2534	FYN
9151	Immune_system	255189	PLA2G4F
9151	Immune_system	2770	GNAI1
9151	Immune_system	2771	GNAI2
9151	Immune_system	2773	GNAI3
9151	Immune_system	2776	GNAQ
9151	Immune_system	2778	GNAS
9151	Immune_system	2811	GP1BA
9151	Immune_system	2812	GP1BB
9151	Immune_system	2814	GP5
9151	Immune_system	2815	GP9
9151	Immune_system	283748	PLA2G4D
9151	Immune_system	2909	ARHGAP35
9151	Immune_system	2977	GUCY1A2
9151	Immune_system	2982	GUCY1A1
9151	Immune_system	2983	GUCY1B1
9151	Immune_system	340156	MYLK4
9151	Immune_system	3673	ITGA2
9151	Immune_system	3674	ITGA2B
9151	Immune_system	3688	ITGB1
9151	Immune_system	3690	ITGB3
9151	Immune_system	3708	ITPR1
9151	Immune_system	3709	ITPR2
9151	Immune_system	3710	ITPR3
9151	Immune_system	387	RHOA
9151	Immune_system	3937	LCP2
9151	Immune_system	4067	LYN
9151	Immune_system	4638	MYLK
9151	Immune_system	4659	PPP1R12A
9151	Immune_system	4846	NOS3
9151	Immune_system	5023	P2RX1
9151	Immune_system	5028	P2RY1
9151	Immune_system	51206	GP6
9151	Immune_system	5290	PIK3CA
9151	Immune_system	5291	PIK3CB
9151	Immune_system	5293	PIK3CD
9151	Immune_system	5294	PIK3CG
9151	Immune_system	5295	PIK3R1
9151	Immune_system	5296	PIK3R2
9151	Immune_system	5321	PLA2G4A
9151	Immune_system	5330	PLCB2
9151	Immune_system	5331	PLCB3
9151	Immune_system	5332	PLCB4
9151	Immune_system	5336	PLCG2
9151	Immune_system	54518	APBB1IP
9151	Immune_system	5499	PPP1CA
9151	Immune_system	5500	PPP1CB
9151	Immune_system	5501	PPP1CC
9151	Immune_system	5566	PRKACA
9151	Immune_system	5567	PRKACB
9151	Immune_system	5568	PRKACG
9151	Immune_system	5584	PRKCI
9151	Immune_system	5590	PRKCZ
9151	Immune_system	5592	PRKG1
9151	Immune_system	5593	PRKG2
9151	Immune_system	5594	MAPK1
9151	Immune_system	5595	MAPK3
9151	Immune_system	5600	MAPK11
9151	Immune_system	5603	MAPK13
9151	Immune_system	5739	PTGIR
9151	Immune_system	5742	PTGS1
9151	Immune_system	5906	RAP1A
9151	Immune_system	5908	RAP1B
9151	Immune_system	6093	ROCK1
9151	Immune_system	60	ACTB
9151	Immune_system	6300	MAPK12
9151	Immune_system	64805	P2RY12
9151	Immune_system	6714	SRC
9151	Immune_system	6786	STIM1
9151	Immune_system	6850	SYK
9151	Immune_system	6915	TBXA2R
9151	Immune_system	6916	TBXAS1
9151	Immune_system	695	BTK
9151	Immune_system	7094	TLN1
9151	Immune_system	71	ACTG1
9151	Immune_system	7408	VASP
9151	Immune_system	7450	VWF
9151	Immune_system	83660	TLN2
9151	Immune_system	83706	FERMT3
9151	Immune_system	84876	ORAI1
9151	Immune_system	8503	PIK3R3
9151	Immune_system	85366	MYLK2
9151	Immune_system	8605	PLA2G4C
9151	Immune_system	8673	VAMP8
9151	Immune_system	8681	JMJD7-PLA2G4B
9151	Immune_system	8773	SNAP23
9151	Immune_system	9002	F2RL3
9151	Immune_system	9138	ARHGEF1
9151	Immune_system	91807	MYLK3
9151	Immune_system	9475	ROCK2
9151	Immune_system	100132285	KIR2DS2
9151	Immune_system	10197	PSME3
9151	Immune_system	10437	IFI30
9151	Immune_system	115653	KIR3DL3
9151	Immune_system	1385	CREB1
9151	Immune_system	1508	CTSB
9151	Immune_system	1514	CTSL
9151	Immune_system	1520	CTSS
9151	Immune_system	2923	PDIA3
9151	Immune_system	3105	HLA-A
9151	Immune_system	3106	HLA-B
9151	Immune_system	3107	HLA-C
9151	Immune_system	3108	HLA-DMA
9151	Immune_system	3109	HLA-DMB
9151	Immune_system	3111	HLA-DOA
9151	Immune_system	3112	HLA-DOB
9151	Immune_system	3113	HLA-DPA1
9151	Immune_system	3115	HLA-DPB1
9151	Immune_system	3117	HLA-DQA1
9151	Immune_system	3118	HLA-DQA2
9151	Immune_system	3119	HLA-DQB1
9151	Immune_system	3122	HLA-DRA
9151	Immune_system	3123	HLA-DRB1
9151	Immune_system	3125	HLA-DRB3
9151	Immune_system	3126	HLA-DRB4
9151	Immune_system	3127	HLA-DRB5
9151	Immune_system	3133	HLA-E
9151	Immune_system	3134	HLA-F
9151	Immune_system	3135	HLA-G
9151	Immune_system	3303	HSPA1A
9151	Immune_system	3304	HSPA1B
9151	Immune_system	3305	HSPA1L
9151	Immune_system	3306	HSPA2
9151	Immune_system	3308	HSPA4
9151	Immune_system	3309	HSPA5
9151	Immune_system	3310	HSPA6
9151	Immune_system	3312	HSPA8
9151	Immune_system	3320	HSP90AA1
9151	Immune_system	3326	HSP90AB1
9151	Immune_system	3458	IFNG
9151	Immune_system	3802	KIR2DL1
9151	Immune_system	3803	KIR2DL2
9151	Immune_system	3804	KIR2DL3
9151	Immune_system	3805	KIR2DL4
9151	Immune_system	3806	KIR2DS1
9151	Immune_system	3808	KIR2DS3
9151	Immune_system	3809	KIR2DS4
9151	Immune_system	3810	KIR2DS5
9151	Immune_system	3811	KIR3DL1
9151	Immune_system	3812	KIR3DL2
9151	Immune_system	3821	KLRC1
9151	Immune_system	3822	KLRC2
9151	Immune_system	3823	KLRC3
9151	Immune_system	3824	KLRD1
9151	Immune_system	4261	CIITA
9151	Immune_system	4800	NFYA
9151	Immune_system	4801	NFYB
9151	Immune_system	4802	NFYC
9151	Immune_system	5641	LGMN
9151	Immune_system	567	B2M
9151	Immune_system	5720	PSME1
9151	Immune_system	5721	PSME2
9151	Immune_system	57292	KIR2DL5A
9151	Immune_system	5993	RFX5
9151	Immune_system	5994	RFXAP
9151	Immune_system	6890	TAP1
9151	Immune_system	6891	TAP2
9151	Immune_system	6892	TAPBP
9151	Immune_system	7124	TNF
9151	Immune_system	811	CALR
9151	Immune_system	821	CANX
9151	Immune_system	8302	KLRC4
9151	Immune_system	8625	RFXANK
9151	Immune_system	920	CD4
9151	Immune_system	925	CD8A
9151	Immune_system	926	CD8B
9151	Immune_system	927	CD8B2
9151	Immune_system	972	CD74
9151	Immune_system	10000	AKT3
9151	Immune_system	10013	HDAC6
9151	Immune_system	10014	HDAC5
9151	Immune_system	10105	PPIF
9151	Immune_system	102723407	IGH
9151	Immune_system	10533	ATG7
9151	Immune_system	114483833	H2BK1
9151	Immune_system	115482686	H2AL3
9151	Immune_system	1182	CLCN3
9151	Immune_system	1183	CLCN4
9151	Immune_system	1184	CLCN5
9151	Immune_system	121504	H4C16
9151	Immune_system	126961	H3C14
9151	Immune_system	128312	H2BC26
9151	Immune_system	1378	CR1
9151	Immune_system	1379	CR1L
9151	Immune_system	1432	MAPK14
9151	Immune_system	1511	CTSG
9151	Immune_system	1535	CYBA
9151	Immune_system	1536	CYBB
9151	Immune_system	158983	H2BW1
9151	Immune_system	177	AGER
9151	Immune_system	1991	ELANE
9151	Immune_system	207	AKT1
9151	Immune_system	208	AKT2
9151	Immune_system	2209	FCGR1A
9151	Immune_system	2212	FCGR2A
9151	Immune_system	2214	FCGR3A
9151	Immune_system	2215	FCGR3B
9151	Immune_system	221613	H2AC1
9151	Immune_system	2243	FGA
9151	Immune_system	2244	FGB
9151	Immune_system	2266	FGG
9151	Immune_system	23236	PLCB1
9151	Immune_system	23569	PADI4
9151	Immune_system	2357	FPR1
9151	Immune_system	2358	FPR2
9151	Immune_system	2359	FPR3
9151	Immune_system	2475	MTOR
9151	Immune_system	255626	H2BC1
9151	Immune_system	27180	SIGLEC9
9151	Immune_system	2811	GP1BA
9151	Immune_system	286436	H2BW2
9151	Immune_system	291	SLC25A4
9151	Immune_system	292	SLC25A5
9151	Immune_system	293	SLC25A6
9151	Immune_system	3012	H2AC8
9151	Immune_system	3013	H2AC7
9151	Immune_system	3014	H2AX
9151	Immune_system	3015	H2AZ1
9151	Immune_system	3017	H2BC5
9151	Immune_system	3018	H2BC3
9151	Immune_system	3020	H3-3A
9151	Immune_system	3021	H3-3B
9151	Immune_system	3065	HDAC1
9151	Immune_system	3066	HDAC2
9151	Immune_system	3146	HMGB1
9151	Immune_system	317772	H2AC21
9151	Immune_system	333932	H3C15
9151	Immune_system	366	AQP9
9151	Immune_system	3674	ITGA2B
9151	Immune_system	3683	ITGAL
9151	Immune_system	3684	ITGAM
9151	Immune_system	3689	ITGB2
9151	Immune_system	3690	ITGB3
9151	Immune_system	4353	MPO
9151	Immune_system	440093	H3-5
9151	Immune_system	440689	H2BC18
9151	Immune_system	4688	NCF2
9151	Immune_system	4689	NCF4
9151	Immune_system	474381	H2AB2
9151	Immune_system	474382	H2AB1
9151	Immune_system	4790	NFKB1
9151	Immune_system	51284	TLR7
9151	Immune_system	51311	TLR8
9151	Immune_system	51564	HDAC7
9151	Immune_system	5290	PIK3CA
9151	Immune_system	5291	PIK3CB
9151	Immune_system	5293	PIK3CD
9151	Immune_system	5295	PIK3R1
9151	Immune_system	5296	PIK3R2
9151	Immune_system	5330	PLCB2
9151	Immune_system	5331	PLCB3
9151	Immune_system	5332	PLCB4
9151	Immune_system	5335	PLCG1
9151	Immune_system	5336	PLCG2
9151	Immune_system	54145	H2BC12L
9151	Immune_system	554313	H4C15
9151	Immune_system	55506	MACROH2A2
9151	Immune_system	55766	H2AJ
9151	Immune_system	5578	PRKCA
9151	Immune_system	5579	PRKCB
9151	Immune_system	5582	PRKCG
9151	Immune_system	55869	HDAC8
9151	Immune_system	5594	MAPK1
9151	Immune_system	5595	MAPK3
9151	Immune_system	5600	MAPK11
9151	Immune_system	5603	MAPK13
9151	Immune_system	5604	MAP2K1
9151	Immune_system	5605	MAP2K2
9151	Immune_system	566	AZU1
9151	Immune_system	5879	RAC1
9151	Immune_system	5880	RAC2
9151	Immune_system	5894	RAF1
9151	Immune_system	5970	RELA
9151	Immune_system	60	ACTB
